gbs_customer_number,gbs_customer_name,risk_class,gbs_payment_term,order_number,invoice_number,item_family_name,item_product_type,collector_code,gbs_document_date,gbs_due_date,gbs_clearing_date,payment_days,days_to_pay,customer,gbs_amount_paid,bill_location_country_cd,ship_type,order_type_description,route_description,sales_rep_name,business_unit,reason_coding,invc_rjctn_sts,invc_rjctn_desc,trx_type,amnt_categ,product_category,biczincotrm
AU12_1000235671,DATA#3 LIMITED,HI,,,1600000386,,,AU002,2016-07-21 00:00:00,2016-07-21 00:00:00,2016-07-21 00:00:00,0.0,0.0,Good,-3879,,,,,,AU12,,,,,Low Pay,,
KR10_1000352290,DATA GATE KOREA CO LTD,MED,,,K1607-107,,,KR001,2016-07-29 00:00:00,2016-07-29 00:00:00,2016-07-29 00:00:00,0.0,0.0,Good,-25216,,,,,,KR10,,,,,Low Pay,,
JP10_1000262744,OTSUKA CORPORATION,LOW,EO10,40634026.0,4000078688,CUSTOMER SERVICE,CS SOFTWARE,JP001,2016-03-08 00:00:00,2016-04-30 00:00:00,2016-04-28 00:00:00,-2.0,53.0,Good,1115,JP,,Service and Maint.,,,JP10,,0.0,,PROCESSED,Low Pay,RENEWAL,
IE10_1000011220,NIKOYO (HK) LIMITED,LOW,LC07,30638401.0,3700143899,VPLEX,SOFTWARE,CN001,2015-09-18 00:00:00,2015-11-27 00:00:00,2015-10-18 00:00:00,-40.0,70.0,Good,3690,HK,Truck,Contract Eval,IE to CN - 5 - 7 Day Ground Direct,"CAI, JIAN",IE10,,0.0,,PROCESSED,Low Pay,Product PS Level 2,Carriage and insurance paid to
JP10_1000246798,"Primagest, Inc.",MED,EO10,40545310.0,4000067514,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-08-06 00:00:00,2015-09-30 00:00:00,2015-09-30 00:00:00,0.0,55.0,Good,1160,JP,,Service and Maint.,,"UENO, DAIKI",JP10,,,,,Low Pay,RENEWAL,
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,NT07,40622540.0,3700157967,CUSTOMER SERVICE,CS HARDWARE,IE007,2016-01-23 00:00:00,2016-02-22 00:00:00,2016-06-15 00:00:00,113.0,30.0,Bad,4000,IN,,Service and Maint.,,,IE10,,0.0,,PROCESSED,Low Pay,RENEWAL,Ex Works
IE10_1000348240,TATA ELXSI LIMITED,HLD,,70169269.0,3700145381,,CS HARDWARE,IE007,2016-06-28 00:00:00,2016-06-28 00:00:00,2017-05-25 00:00:00,331.0,0.0,Bad,-2756,IN,,EMC11i Field Service,,,IE10,,0.0,,PROCESSED,Low Pay,FSTM,
JP10_1000242020,NETWORLD CORPORATION,LOW,EO14,310060943.0,4000084461,SYMMETRIX,CS SOFTWARE,JP001,2016-06-28 00:00:00,2016-08-29 00:00:00,2017-05-01 00:00:00,245.0,62.0,Bad,19783,JP,,EMC Std. Sales Order,,"KOMATSU, HITOMI",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,30590610.0,4000060261,RECOVERPOINTSW,SOFTWARE,JP001,2015-03-23 00:00:00,2015-05-30 00:00:00,2015-05-29 00:00:00,-1.0,68.0,Good,47760,JP,,EMC Std. Sales Order,,,JP10,,,,,Low Pay,Product PS Level 2,Delivered Duty Paid
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310267705.0,3700194888,COMMON,HARDWARE,CN001,2017-03-17 00:00:00,2017-05-26 00:00:00,2017-03-28 00:00:00,-59.0,70.0,Good,195966,CN,Truck,Contract Eval,NL to CN - 5 - 7 Day Ground Direct,"LU, DONGXIA",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310267705.0,3700194888,UNIFIED,SOFTWARE,CN001,2017-03-17 00:00:00,2017-05-26 00:00:00,2017-03-28 00:00:00,-59.0,70.0,Good,195966,CN,,Contract Eval,,"LU, DONGXIA",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
KR11_1000033899,"KOLON BENIT CO.,LTD",HI,,,1600000177,,,KH001,2015-07-02 00:00:00,2015-07-02 00:00:00,2015-10-06 00:00:00,96.0,0.0,Bad,-72413,,,,,,KR11,,,,,Low Pay,,
IE10_1000228218,REDINGTON (INDIA) LIMITED,HI,NT12,310145734.0,3700178947,AVAMAR,HARDWARE,IE007,2016-09-26 00:00:00,2016-11-25 00:00:00,2016-12-06 00:00:00,11.0,60.0,Good,13756,IN,,EMC Std. Sales Order,,"YADAV, DHEERAJ",IE10,,,,,Low Pay,Product PS Level 2,Ex Works
IE10_1003884012,PRAISE BRILLIANT DEVELOPMENT LIMITED,HI,NT07,40629751.0,3700159796,CUSTOMER SERVICE,CS HARDWARE,CN001,2016-02-23 00:00:00,2016-03-24 00:00:00,2016-04-18 00:00:00,25.0,30.0,Bad,7990,HK,,Service and Maint.,,,IE10,,0.0,,PROCESSED,Low Pay,RENEWAL,
MY10_1000228340,FORMIS SYSTEMS & TECHNOLOGY SDN BHD,HI,NT07,70152880.0,4200005059,,HARDWARE,MY001,2015-06-11 00:00:00,2015-07-11 00:00:00,2015-10-12 00:00:00,93.0,30.0,Bad,2364,MY,,EMC Debit Memo Req,,,MY10,,,,,Low Pay,Product PS Level 2,
KR11_1000033899,"KOLON BENIT CO.,LTD",HI,LC09,30652924.0,2230009634,CLARIION,HARDWARE,KH001,2015-06-27 00:00:00,2015-11-24 00:00:00,2015-06-30 00:00:00,-147.0,150.0,Good,115096,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"NAM, SUNGHYUN",KR11,,,,,High Pay,Product PS Level 2,Ex Works
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,NT07,40483558.0,3700125693,CUSTOMER SERVICE,CS HARDWARE,IE007,2015-03-18 00:00:00,2015-04-17 00:00:00,2017-04-30 00:00:00,744.0,30.0,Bad,2000,IN,,Service and Maint.,,,IE10,,,,,Low Pay,RENEWAL,Bill Sender and Add
SG10_1000132184,MARINA BAY SANDS PTE. LTD.,HI,NT07,50321386.0,4500020488,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,SG002,2018-01-23 00:00:00,2018-01-23 00:00:00,2018-01-29 00:00:00,6.0,0.0,Good,-25874,SG,,EMC Credit Memo Req,,"SEOW, KIM",SG10,,,,,Low Pay,Professional Service,Carriage and insurance paid to
MY10_1003805344,K-PINTAR SDN BHD,HI,NT07,30598091.0,4200004608,,CUSTOMER EDUCATION,MY001,2015-03-24 00:00:00,2015-04-23 00:00:00,2015-11-11 00:00:00,202.0,30.0,Bad,11854,MY,,EMC Std. Sales Order,,"DURAI, HERIC",MY10,,,,,Low Pay,Customer Education,Carriage and insurance paid to
NZ10_1003382434,INGRAM MICRO (N.Z.) LIMITED,MED,NT07,40669887.0,4300006242,CUSTOMER SERVICE,CS SOFTWARE,NZ003,2016-06-28 00:00:00,2016-07-28 00:00:00,2016-08-02 00:00:00,5.0,30.0,Good,21671,NZ,,Service and Maint.,,,NZ10,,,,,Low Pay,RENEWAL,Carriage and insurance paid to
JP10_1000322949,FUJITSU LIMITED,LOW,EO14,40633495.0,4000078569,CUSTOMER SERVICE,CS SOFTWARE,JP001,2016-03-04 00:00:00,2016-05-30 00:00:00,2016-05-31 00:00:00,1.0,87.0,Good,2320,JP,,Service and Maint.,,"KAMIYA, TAKAHIKO",JP10,,0.0,,PROCESSED,Low Pay,RENEWAL,Bill Sender and Add
JP10_1004087196,NETWORLD CORPORATION,HLD,AR90,310615814.0,4000117966,CLARIION,HARDWARE,JP001,2018-07-10 00:00:00,2018-10-08 00:00:00,2018-08-15 00:00:00,-54.0,90.0,Good,37283,JP,,EMC Std. Sales Order,,"KAJI, YUSUKE",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
IE10_1000227609,WIPRO LIMITED,HI,,30185353.0,3700040857,,HARDWARE,IE007,2015-02-05 00:00:00,2015-02-05 00:00:00,2015-08-21 00:00:00,196.0,0.0,Bad,-5896,IN,Air,EMC Std. Sales Order,IE to IN - 4 - 6 Day Air MIT CORK,"BALLAL, PRAMUKH",IE10,,,,,Low Pay,Product PS Level 2,Ex Works
KR11_1000361168,INTECH & COMPANY,LOW,LC08,310077801.0,2230012842,UNIFIED,HARDWARE,KH001,2016-07-05 00:00:00,2016-10-13 00:00:00,2016-07-15 00:00:00,-90.0,100.0,Good,219207,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"SHIN, WOO CHUL",KR11,,,,,High Pay,Product PS level 1,Ex Works
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,,,17048658773764,,,CN001,2017-02-17 00:00:00,2017-02-17 00:00:00,2017-02-23 00:00:00,6.0,0.0,Good,-65877,,,,,,IE10,,,,,Low Pay,,
JP10_1000223714,NEC CORPORATION,LOW,EO10,310301935.0,4000099167,VPLEX,HARDWARE,JP001,2017-04-25 00:00:00,2017-06-05 00:00:00,2017-06-05 00:00:00,0.0,41.0,Good,41442,JP,Air,Contract Eval,IE to JP - 4 - 6 Day Air MIT JAPAN,"KOIKE, FUMIHITO",JP10,,,,,Low Pay,Product PS Level 2,Delivered Duty Paid
TH10_1004185685,"GET ON TECHNOLOGY CO.,LTD",NEW,,,FSR11071803,,,TH001,2018-04-11 00:00:00,2018-04-11 00:00:00,2018-04-11 00:00:00,0.0,0.0,Good,-34934,,,,,,TH10,,,,,Low Pay,,
KR10_1000205881,"INSUNG INFORMATION CO., LTD.",MED,NT07,40778915.0,4700028650,CUSTOMER SERVICE,CS HARDWARE,KR001,2017-05-01 00:00:00,2017-05-31 00:00:00,2017-08-04 00:00:00,65.0,30.0,Bad,779,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,Ex Works
NZ10_1003382434,INGRAM MICRO (N.Z.) LIMITED,MED,NT07,40669887.0,4300006242,LEGATO,CS SOFTWARE,NZ003,2016-06-28 00:00:00,2016-07-28 00:00:00,2016-08-02 00:00:00,5.0,30.0,Good,21671,NZ,,Service and Maint.,,,NZ10,,,,,Low Pay,RENEWAL,Carriage and insurance paid to
JP10_1000222550,"NET ONE SYSTEMS CO., LTD.",LOW,EO10,40901347.0,4000113315,CUSTOMER SERVICE,CS HARDWARE,JP001,2018-04-04 00:00:00,2018-05-30 00:00:00,2018-05-31 00:00:00,1.0,56.0,Good,20261,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
IE10_1000196276,DIGITAL CHINA TECHNOLOGY LIMITED,LOW,NT10,310230994.0,3700187161,SYMMETRIX,CS HARDWARE,CN001,2016-12-19 00:00:00,2017-02-02 00:00:00,2017-03-10 00:00:00,36.0,45.0,Bad,33894,HK,,EMC Std. Sales Order,,"QUOTA HOUSE, PARTNER CN",IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
IE10_1003917764,HCL SERVICES LTD.,HI,NT10,40863754.0,3700221504,CUSTOMER SERVICE,CS SOFTWARE,IN001,2018-01-04 00:00:00,2018-02-18 00:00:00,,187.0,45.0,Bad,6268,IN,,Service and Maint.,,,IE10,,,,,Low Pay,RENEWAL,
KR11_1000361168,INTECH & COMPANY,LOW,LC08,310077801.0,2230012842,SYMMETRIX,CS SOFTWARE,KH001,2016-07-05 00:00:00,2016-10-13 00:00:00,2016-07-15 00:00:00,-90.0,100.0,Good,219207,KR,,EMC Std. Sales Order,,"SHIN, WOO CHUL",KR11,,,,,High Pay,Product PS level 1,Ex Works
AU12_1000301886,INFRONT SYSTEMS PTY LIMITED,HI,NT07,30689400.0,2700039720,CUSTOMER SERVICE,CS HARDWARE,AU002,2015-09-14 00:00:00,2015-10-14 00:00:00,2015-11-30 00:00:00,47.0,30.0,Bad,177971,AU,,EMC Std. Sales Order,,,AU12,,0.0,,PROCESSED,High Pay,Product PS level 1,Carriage and insurance paid to
AU12_1000235671,DATA#3 LIMITED,HI,NT07,310021052.0,2700043642,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,AU002,2016-03-07 00:00:00,2016-04-06 00:00:00,2016-05-11 00:00:00,35.0,30.0,Bad,4250,AU,,EMC Std. Sales Order,,"GREWAL, RAY",AU12,,0.0,,PROCESSED,Low Pay,Product PS level 1,Carriage and insurance paid to
AU12_1000133764,MACQUARIE TELECOM PTY LIMITED,NEW,NT07,30714397.0,2700040199,UNIFIED,HARDWARE,AU002,2015-09-29 00:00:00,2015-10-29 00:00:00,2015-10-30 00:00:00,1.0,30.0,Good,9182,AU,Truck,EMC Std. Sales Order,IE to AUNSW - 5 - 7 Day Ground Direct,"GRAY, PAUL",AU12,,0.0,,PROCESSED,Low Pay,Product PS level 1,Carriage and insurance paid to
TW10_1000276744,TATUNG SYSTEM TECHNOLOGIE,HI,NT07,,NC4300088866,,,TW001,2017-06-15 00:00:00,2017-07-15 00:00:00,2017-07-16 00:00:00,1.0,30.0,Good,4178,,,,,,TW10,,,,,Low Pay,,
IE10_1000030277,PT VIRTUS TECHNOLOGY INDONESIA.,HI,NT07,310243233.0,3700187480,PROTECTPOINT,SOFTWARE,ID001,2016-12-21 00:00:00,2017-01-20 00:00:00,2017-04-30 00:00:00,99.0,30.0,Bad,69074,ID,,EMC Std. Sales Order,,"MARBUN, ANDY",IE10,,,,,High Pay,Product PS level 1,Ex Works
KR10_1000365184,"DREAM SYSNET CO., LTD.",LOW,NT07,40552623.0,4700017772,SYMMETRIX,CS SOFTWARE,KR001,2015-08-31 00:00:00,2015-09-30 00:00:00,2015-09-30 00:00:00,0.0,30.0,Good,133,KR,,Service and Maint.,,,KR10,,0.0,,PROCESSED,Low Pay,RENEWAL,
IE10_1000228218,REDINGTON (INDIA) LIMITED,HI,,40788905.0,3700202134,,CS SOFTWARE,IE007,2017-07-10 00:00:00,2017-07-10 00:00:00,2017-10-17 00:00:00,99.0,0.0,Bad,-13421,IN,,Service and Maint.,,,IE10,,,,,Low Pay,RENEWAL,Ex Works
MY10_1000374922,DIMENSION DATA (MALAYSIA) SDN. BHD,HI,NT12,30623985.0,4200006070,UNIFIED,SOFTWARE,MY001,2015-09-30 00:00:00,2015-11-29 00:00:00,2015-10-05 00:00:00,-55.0,60.0,Good,105972,MY,,EMC Std. Sales Order,,,MY10,,0.0,,INTERNAL - FULLY PROCESSED,High Pay,Product PS level 1,Ex Works
AU12_1000191666,DIMENSION DATA AUSTRALIA PTY LTD,LOW,NT07,310249204.0,2700050473,DATADOMAIN,SOFTWARE,AU002,2016-12-27 00:00:00,2017-01-26 00:00:00,2017-03-03 00:00:00,36.0,30.0,Bad,161686,AU,Truck,EMC Std. Sales Order,IE to AUNSW - 5 - 7 Day Ground Direct,"MADRY, ANDREW",AU12,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000634043,HCL SERVICES LTD.,HLD,NT10,40486640.0,3700126593,CUSTOMER SERVICE,CS SOFTWARE,IN001,2015-03-25 00:00:00,2015-05-09 00:00:00,2015-06-26 00:00:00,48.0,45.0,Bad,4382,IN,,Service and Maint.,,,IE10,,,,,Low Pay,RENEWAL,
JP10_1000239892,"UNIADEX, LTD.",LOW,EO10,310112747.0,4000087590,UNIFIED,SOFTWARE,JP001,2016-09-06 00:00:00,2016-10-30 00:00:00,2016-10-31 00:00:00,1.0,54.0,Good,53800,JP,,Contract Eval,,"NAKAMURA, HIROKAZU",JP10,,,,,High Pay,Product PS level 1,Delivered Duty Paid
JP10_1000190729,NTT DATA CORPORATION,LOW,EO10,320129341.0,4000113002,,SOFTWARE,JP001,2018-03-29 00:00:00,2018-04-30 00:00:00,2018-04-27 00:00:00,-3.0,32.0,Good,50033,JP,Air,EMC Std. Sales Order,UPS WW Express Saver,,JP10,,,,,High Pay,Product PS Level 2,Bill Recipient
KR11_1000304112,GREENBELL SYSTEMS INC.,HI,LC08,310032476.0,2230011889,CONNECTRIX,HARDWARE,KR001,2016-03-29 00:00:00,2016-07-07 00:00:00,2016-04-21 00:00:00,-77.0,100.0,Good,78997,KR,Truck,EMC Std. Sales Order,NL to KR - 5 - 7 Day Ground Direct,"KIM, HYUNMIN",KR11,,0.0,,INTERNAL - FULLY PROCESSED,High Pay,Product PS level 1,Ex Works
JP10_1003870544,TECHMATRIX CORPORATION,LOW,EO10,320008645.0,4000077848,,SOFTWARE,JP001,2016-02-25 00:00:00,2016-03-30 00:00:00,2016-03-31 00:00:00,1.0,34.0,Good,1289,JP,Air,EMC Std. Sales Order,UPS WW Express Saver,,JP10,,0.0,,PROCESSED,Low Pay,PRODUCT,Delivered Duty Paid
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310030632.0,3700170922,SYMMETRIX,CS HARDWARE,CN001,2016-06-27 00:00:00,2016-09-05 00:00:00,2016-06-28 00:00:00,-69.0,70.0,Good,45837,CN,,EMC Std. Sales Order,,"QUOTA HOUSE, PARTNER CN",IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000216823,CLC CORPORATION,LOW,EO14,40493719.0,4000061142,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-04-08 00:00:00,2015-06-29 00:00:00,2015-06-30 00:00:00,1.0,82.0,Good,64,JP,,Service and Maint.,,"KASAHARA, NAOYA",JP10,,,,,Low Pay,RENEWAL,
KR11_1000287866,"SCG SOLUTIONS CO., LTD.",NEW,LC03,310394539.0,2230016456,DATADOMAIN,SOFTWARE,KH001,2017-08-14 00:00:00,2017-12-22 00:00:00,2017-08-28 00:00:00,-116.0,130.0,Good,163529,KR,Small Parcel,EMC Std. Sales Order,IE to KR - Overnight Standard Direct,"NAM, SUNGHYUN",KR11,,,,,High Pay,Product PS level 1,Ex Works
JP10_1000034040,NEC CORPORATION,LOW,EO10,40683141.0,4000086225,CUSTOMER SERVICE,CS HARDWARE,JP001,2016-08-04 00:00:00,2016-09-30 00:00:00,2016-10-05 00:00:00,5.0,57.0,Good,234,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,
AU12_1000452911,WOODSIDE ENERGY LTD,HI,NT07,30343080.0,2700035126,,PROFESSIONAL SERVICES,AU002,2015-03-18 00:00:00,2015-04-17 00:00:00,2015-05-07 00:00:00,20.0,30.0,Bad,20072,AU,,EMC Std. Sales Order,,"LEACH, SCOTT",AU12,,,,,Low Pay,PS Level 2,Carriage and insurance paid to
JP10_1000240438,NEC CAPITAL SOLUTIONS LIMITED,LOW,,,TW1509021,,,JP001,2015-09-14 00:00:00,2015-09-14 00:00:00,2015-09-14 00:00:00,0.0,0.0,Good,0,,,,,,JP10,,,,,Low Pay,,
IE10_1000324405,PT. MITRA TELEINFORMATIKA PERKASA (MTP),HLD,NT07,70180432.0,3700153364,UNIFIED,SOFTWARE,ID001,2015-12-16 00:00:00,2016-01-15 00:00:00,2016-02-22 00:00:00,38.0,30.0,Bad,600000,ID,,EMC Debit Memo Req,,,IE10,,0.0,,PROCESSED,High Pay,Product PS level 1,Ex Works
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO10,40918078.0,4000116035,CUSTOMER SERVICE,CS SOFTWARE,JP001,2018-05-31 00:00:00,2018-06-30 00:00:00,2018-06-29 00:00:00,-1.0,30.0,Good,351,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
JP10_1000216823,CLC CORPORATION,LOW,EO10,40703875.0,4000089592,CUSTOMER SERVICE,CS HARDWARE,JP001,2016-10-08 00:00:00,2016-11-30 00:00:00,2017-02-13 00:00:00,75.0,53.0,Bad,884,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,
JP10_1000137737,"FUJI XEROX INFORMATION SYSTEMS CO.,LTD.",LOW,NT07,40567756.0,4000070446,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-09-30 00:00:00,2015-10-30 00:00:00,2015-12-18 00:00:00,49.0,30.0,Bad,4078,JP,,Service and Maint.,,,JP10,,0.0,,PROCESSED,Low Pay,RENEWAL,
IE10_1000059030,"BEIJING TELESINO INFORMATION CO.,LTD.",HI,NT07,310256432.0,3700189198,DATADOMAIN,SOFTWARE,CN001,2016-12-30 00:00:00,2017-01-29 00:00:00,2017-01-27 00:00:00,-2.0,30.0,Good,8269,CN,,EMC Std. Sales Order,,"LI, WENJUN",IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000454063,CTC TECHNOLOGY CORPORATION,NEW,EO10,30771062.0,4000075065,CUSTOMER EDUCATION,CUSTOMER EDUCATION,JP001,2015-12-29 00:00:00,2016-02-29 00:00:00,2016-02-29 00:00:00,0.0,62.0,Good,41902,JP,,EMC Std. Sales Order,,"TANAKA, MASATOSHI",JP10,,0.0,,PROCESSED,Low Pay,Customer Education,Delivered Duty Paid
JP10_1000299808,"BOT LEASE CO., LTD.",LOW,NT07,310490411.0,4000110688,CONNECTRIX,HARDWARE,JP001,2018-01-30 00:00:00,2018-03-01 00:00:00,2018-01-31 00:00:00,-29.0,30.0,Good,1042,JP,,Lease Direct Keeper,,"SHIMOYAMA, TAKAYUKI",JP10,,,,,Low Pay,LEASE,Delivered Duty Paid
TH10_1000219332,"VST ECS (THAILAND) CO., LTD. (HEAD OFFICE)",NEW,NT07,310239135.0,1210005115,UNIFIED,SOFTWARE,TH001,2016-12-19 00:00:00,2017-01-18 00:00:00,2017-05-31 00:00:00,132.0,30.0,Bad,6655,TH,,EMC Std. Sales Order,,"SAWANGWISARN, PANUWAT",TH10,,,,,Low Pay,Product PS level 1,Ex Works
KR11_1000253185,"LG N-SYS CO., LTD",LOW,LC08,30619043.0,2230009009,CONNECTRIX,HARDWARE,KH001,2015-04-22 00:00:00,2015-07-31 00:00:00,2015-05-07 00:00:00,-85.0,100.0,Good,4524,KR,Air,EMC Std. Sales Order,NL to KR - 4 - 6 Day Air MIT CORK,"PARK, JUNMO",KR11,,,,,Low Pay,Product PS Level 2,Ex Works
IE10_1000042435,BESTCOM INFOTECH CORP,EXL,NT07,30608746.0,3700128220,CUSTOMER SERVICE,CS HARDWARE,TW001,2015-03-31 00:00:00,2015-04-30 00:00:00,2015-05-12 00:00:00,12.0,30.0,Good,96000,TW,,EMC Std. Sales Order,,"HUNG, ERIC",IE10,,,,,High Pay,Product PS level 1,Ex Works
AU12_1000013701,INPEX OPERATIONS AUSTRALIA PTY LTD,NEW,NT07,30601145.0,2700036124,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,AU001,2015-04-29 00:00:00,2015-05-29 00:00:00,2015-05-29 00:00:00,0.0,30.0,Good,15883,AU,,EMC Std. Sales Order,,"HERBERT, RHIANNON",AU12,,,,,Low Pay,PS Level 2,Carriage and insurance paid to
NZ10_1000220585,WESTCON GROUP NZ LIMITED,HI,LC00,30647259.0,4300004871,,HARDWARE,NZ002,2015-06-24 00:00:00,2015-06-24 00:00:00,2015-06-29 00:00:00,5.0,0.0,Good,65009,NZ,Air,EMC Std. Sales Order,IE to NZ - 4 - 6 Day Air MIT NEW ZEALAND,,NZ10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
NZ10_1003832644,DIMENSION DATA NEW ZEALAND LTD,HI,NT07,30629551.0,4300004739,UNIFIED,HARDWARE,NZ002,2015-05-19 00:00:00,2015-06-18 00:00:00,2015-07-24 00:00:00,36.0,30.0,Bad,278078,NZ,,EMC Std. Sales Order,,"CUNNEEN, ANGELA",NZ10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000042435,BESTCOM INFOTECH CORP,EXL,NT07,30608746.0,3700128220,UNIFIED,HARDWARE,TW001,2015-03-31 00:00:00,2015-04-30 00:00:00,2015-05-12 00:00:00,12.0,30.0,Good,96000,TW,Truck,EMC Std. Sales Order,IE to TW - 5 - 7 Day Ground Direct,"HUNG, ERIC",IE10,,,,,High Pay,Product PS level 1,Ex Works
TH10_1000288458,"SONGKHLA FINISHING CO., LTD.",HI,NT07,50213023.0,1210003807,CUSTOMER SERVICE,CS HARDWARE,TH001,2015-09-22 00:00:00,2015-09-22 00:00:00,2015-09-28 00:00:00,6.0,0.0,Good,-87732,TH,,CS Credit Request,,,TH10,CS confirmation/Issue,0.0,,INTERNAL - FULLY PROCESSED,Low Pay,RENEWAL,
IE10_1000222964,"TODAY SCIENCE & TECHNOLOGY DEVELOPMENT CO., LTD.",LOW,,,H1510-021,,,CN001,2015-10-12 00:00:00,2015-10-12 00:00:00,2015-10-12 00:00:00,0.0,0.0,Good,-66127,,,,,,IE10,,,,,Low Pay,,
JP10_1000242007,FUJITSU FSAS INC.,LOW,EO10,40841938.0,4000107391,CUSTOMER SERVICE,CS SOFTWARE,JP001,2017-11-01 00:00:00,2017-12-30 00:00:00,2017-12-27 00:00:00,-3.0,59.0,Good,503,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,
IE10_1003808194,"JOYOU DATA TECHNOLOGY LTD.,CO",HI,LC07,30678597.0,3700141470,SRDF,SOFTWARE,CN001,2015-08-25 00:00:00,2015-11-03 00:00:00,2015-11-23 00:00:00,20.0,70.0,Bad,182203,CN,,EMC Std. Sales Order,,"LIU, JUN",IE10,,0.0,,PROCESSED,High Pay,Product PS level 1,Carriage and insurance paid to
KR11_1000361168,INTECH & COMPANY,LOW,LC08,310164600.0,2230013758,,HARDWARE,KH001,2016-10-04 00:00:00,2017-01-12 00:00:00,2016-10-05 00:00:00,-99.0,100.0,Good,25228,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground MIT CORK,"MOON, JUNGHYUN",KR11,,,,,Low Pay,Product PS level 1,Ex Works
KR10_1004217693,ZUNGWON EN-SYS INC,PLA,AR90,40903975.0,4700034425,SYMMETRIX,CS HARDWARE,KR001,2018-04-30 00:00:00,2018-07-29 00:00:00,2018-05-16 00:00:00,-74.0,90.0,Good,732,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,
AU12_1000191666,DIMENSION DATA AUSTRALIA PTY LTD,LOW,NT07,,0090574608,,,AU002,2015-08-11 00:00:00,2015-09-10 00:00:00,2015-08-31 00:00:00,-10.0,30.0,Good,-36237,,,,,,AU12,,,,,Low Pay,Product PS level 1,
KR11_1000329327,"AZWELL PLUS CO.,LTD",HI,LC09,30760762.0,2230011135,,CS HARDWARE,KH001,2015-12-18 00:00:00,2016-05-16 00:00:00,2016-01-12 00:00:00,-124.0,150.0,Good,743012,KR,,EMC Std. Sales Order,,"HAN, STANLEY",KR11,,0.0,,INTERNAL - FULLY PROCESSED,High Pay,Product PS level 1,Ex Works
KR10_1000198426,JC1 CORPORATION,MED,NT12,40562544.0,4700017979,SYMMETRIX,CS HARDWARE,KR001,2015-09-15 00:00:00,2015-11-14 00:00:00,2015-12-03 00:00:00,19.0,60.0,Bad,233,KR,,Service and Maint.,,,KR10,,0.0,,PROCESSED,Low Pay,RENEWAL,
TH10_1004136502,VST ECS (THAILAND) COMPANY LIMITED,LOW,AR60,310459403.0,1210006221,CUSTOMER SERVICE,CS HARDWARE,TH001,2017-11-28 00:00:00,2018-01-27 00:00:00,2017-12-29 00:00:00,-29.0,60.0,Good,6744,TH,,EMC Std. Sales Order,,"WINIJCHAIYANAN, AKKADET",TH10,,,,,Low Pay,Product PS level 1,Ex Works
JP10_1000261440,"NIKKO SYSTEMS SOLUTIONS, LTD.",LOW,EO10,40758452.0,4000096633,CUSTOMER SERVICE,CS SOFTWARE,JP001,2017-03-01 00:00:00,2017-04-30 00:00:00,2017-03-31 00:00:00,-30.0,60.0,Good,283,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,
